FileName,num_frames,zcr_mean,zcr_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_spread_mean,spectral_spread_std,spectral_rolloff_mean,spectral_rolloff_std,MFCC_Mean_1,MFCC_Mean_2,MFCC_Mean_3,MFCC_Mean_4,MFCC_Mean_5,MFCC_Mean_6,MFCC_Mean_7,MFCC_Mean_8,MFCC_Mean_9,MFCC_Mean_10,MFCC_Mean_11,MFCC_Mean_12,MFCC_Mean_13,MFCC_Std_1,MFCC_Std_2,MFCC_Std_3,MFCC_Std_4,MFCC_Std_5,MFCC_Std_6,MFCC_Std_7,MFCC_Std_8,MFCC_Std_9,MFCC_Std_10,MFCC_Std_11,MFCC_Std_12,MFCC_Std_13,Class
1-E1-Major 00,298,0.0142030734719504,0.0075483642189365,0.019303078354815,0.0155854147198055,570.3306130756995,355.5991285014812,214.44783547906744,116.28826909649212,381.9181719631177,204.527532735818,-39.2847174740163,15.644383458742547,0.418043438489925,0.643505979932912,0.6600917049441144,0.5003969228204604,0.5488804509376849,0.2087270240313628,-0.1097049419314592,-0.160769156744278,-0.2174118703971037,0.0876356078320866,0.3866946784425506,20.610340958802038,6.931352990672754,1.8589138752681085,0.8773741364217111,0.5665398666305835,0.5175151391858005,0.390595925151909,0.344213563089806,0.232847403936037,0.2303707413392327,0.2181195762674345,0.2348557961768024,0.3435259350009375,sound_guitar
1-E1-Major 01,298,0.0137733238239794,0.0095962609527486,0.0289271568613086,0.0277278819927062,699.5961937892034,886.9414390008975,263.98742043593165,389.9160372101711,379.9038356131012,303.1769717320745,-38.02390592155936,15.34603426232988,0.3336964844737854,0.7430010685665032,0.8163095995909537,0.3631304184704049,0.1815557820741525,0.3087780362192768,0.1694141030991716,-0.0065930809663527,0.0344104380605121,0.0645167823083513,0.0422621035602537,22.078545652021287,7.159039241461114,2.0393012165543247,0.97113856158947,0.6201389679198023,0.4761520657204877,0.2937118721147296,0.2694497713299807,0.2304509264962956,0.1872786631975725,0.1788583049990931,0.2130042409988367,0.304631788251336,sound_guitar
1-E1-Major 02,298,0.0171031216282939,0.011699946374699,0.029818599006679,0.028272977965862,821.281616553011,982.397911210518,336.8130975792681,392.094614253633,412.13321721336433,228.77485987021467,-36.69027168702571,15.310235726911156,-0.6561180348446953,0.5990607510152396,0.9936325548212646,0.4436674145097316,0.4466308277748687,0.5249561809053377,-0.0737456359098224,-0.3109419164985555,-0.0272852270429745,-0.0065803894801982,-0.0901476785947154,22.738541319013084,7.149232455034987,1.8396017165646288,1.2108347520504743,0.6819591453250454,0.6662442778740113,0.3551951537800776,0.3545412549936899,0.2269838392721878,0.2908262067068478,0.197805132388192,0.1720408018948652,0.2243485316312644,sound_guitar
1-E1-Major 03,298,0.0144636663435924,0.0079013134901206,0.0240895967639759,0.021107179871564,604.4144589773513,453.8421827523084,212.4774763522188,164.90248195751604,355.866088502905,198.27105910818577,-38.25929065188958,15.221867879996404,0.0516490444593518,1.0778784223592206,1.3335545468645562,0.5603244791164117,0.3322774307834238,0.2511415598020675,-0.2637590877677523,-0.1763993350462095,0.3269800497844362,0.0614214867464124,-0.2475679282174739,21.18381375307701,6.783687856292861,1.8408101465515725,0.8936688635679131,0.866115853347083,0.634586465466049,0.3640152324468089,0.3371401051771825,0.3266971922766991,0.2684140477458082,0.2653720270011266,0.1830331677460442,0.2839084126872561,sound_guitar
1-E1-Major 04,298,0.0159312156733658,0.0089777667962605,0.0266090390803434,0.0245640707117221,653.2386756834617,418.5541317106766,246.20037944787595,147.35784282418086,400.58435547327,221.50058728905572,-37.23983178571633,15.37612246741135,-0.2739332389425082,0.9068121089914668,1.212580454345095,0.7932051305067087,0.1411420451785625,-0.3060511616000057,-0.0324912269638669,0.234828845563297,0.0575329249284003,0.1564824849501296,0.0713281800102663,22.02831373490379,6.930322693131647,2.090197150079252,1.114331164120199,0.7916489587499036,0.643255784410872,0.3341824042275004,0.4370139023666021,0.2867618870326539,0.239962588411248,0.2684680701401207,0.2207658368351389,0.2395166291924846,sound_guitar
1-E1-Major 05,298,0.0135203506269468,0.0071196948286559,0.0274121468063826,0.0241328389864055,607.4903659711488,448.90028879377263,219.6652187699066,139.15350882839832,334.51412319273066,184.26003596634828,-37.7167748416613,15.277915102165371,0.1444802301388966,0.7952279628762291,1.0302107541314716,0.6139408461534904,0.2636357294820112,0.3165872464880901,0.416835349962133,0.0573419767304018,-0.2540357026998299,0.1487969977998802,0.4283955878805574,21.77073997672129,6.862950136864634,1.9535261805107356,0.9740257037147028,0.674236541862505,0.4585640167114085,0.357482834106129,0.3067317616217726,0.2524158039503562,0.1948045486639947,0.3010980258985558,0.1797359405806941,0.2997709310506834,sound_guitar
1-E1-Major 06,298,0.0128300081073337,0.0078165748361708,0.0319949388318459,0.0271670313644337,639.8630134454444,812.6227343323512,210.3493442917473,318.1237767568198,293.153083472393,170.3442441964606,-38.0155088551174,14.889265306931282,0.598342722827076,1.049342282860698,1.2479558112207298,0.8107313906902105,0.5139449549506817,0.4620384237055903,0.2582744289999606,0.089161139740278,-0.0386185205297381,-0.0539756168505431,-0.0033425692758898,21.84007826429297,6.858502658944082,2.025134227304417,0.9569968370470842,0.70767434791371,0.6032883330480101,0.3888609519496033,0.2914941036208838,0.2546395778976399,0.1967009348320083,0.2057296954582455,0.2030255025635859,0.1694107064558218,sound_guitar
1-E1-Major 07,298,0.0139653396241366,0.0074638175208129,0.0263752018760732,0.0222701503000562,663.8445520822816,699.415048671819,212.04929466913487,180.59835416701344,320.8166360126189,174.77347109794331,-38.608980030776,15.131917924187968,0.7451785878734791,0.9243208789381556,1.110728925179664,0.584977242460584,0.1598037034078248,0.3478610821110982,0.4375879114043426,0.1522048901894667,-0.1159157243595492,0.0230670242738774,0.1749290276820977,21.691044649255332,7.009418758605382,2.1139989501387366,0.9805627156119622,0.6839015580524053,0.4811653715666886,0.3125384511152251,0.2477867045164621,0.2736086984584568,0.1943722162091587,0.2182341718340877,0.1497469843201677,0.2723183964381389,sound_guitar
1-E1-Major 08,298,0.0131820370742887,0.0075120475583245,0.0313839149034065,0.0265407084380036,690.1408491627842,766.140311913496,213.67795014471065,222.80063669475828,305.9105470224972,158.2822351986566,-37.50452962191626,14.382183786976425,0.3793180767352061,1.940016584295671,1.335587113073852,0.3431711574831297,0.5009019715059724,0.2072082650721967,-0.1034442020291017,0.3140288178390197,0.1979174016552475,-0.0758690426132939,0.0104949540049959,22.34854049595634,6.670931602275253,2.234438862240664,1.027610810159098,0.8399546220993539,0.4656658362100481,0.4848322751000211,0.2708840217763647,0.2781318589143867,0.2832765885197199,0.2206759983336517,0.2865071392560225,0.1516913774425513,sound_guitar
1-E1-Major 09,298,0.0138556163097611,0.0072879959877379,0.027794530808334,0.0242960759476676,745.1074369557028,830.3812535393273,225.4513486263195,228.99618693648813,318.93658875260354,149.2062160117642,-38.107382921712805,14.528835361983166,0.5874705678202464,1.5057383884339717,0.9818668482121192,0.7054828951241819,0.6933598058368634,0.2078260477761946,-0.0979696727089323,-0.1178629510249069,-0.2482161153996264,-0.1564145813692878,-0.0133468491865711,22.32554141235487,6.804063173465682,2.135304434289316,1.0014131850177974,0.5773012269843718,0.457404184115647,0.4022030561656499,0.2551783282313823,0.2239518061848067,0.2650354906512283,0.2662728340872966,0.2055677283979765,0.1344942163266221,sound_guitar
